,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,Winner
490,2,3,4,5,6,4,3,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-2,-3,-4,-5,-6,-4,-3,-2,1
491,2,3,4,5,6,4,3,2,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-2,-3,-4,-5,-6,-4,-3,-2,1
492,2,3,4,5,6,4,3,2,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,-5,0,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-2,-3,-4,0,-6,-4,-3,-2,1
493,2,3,4,5,6,4,0,2,1,1,0,0,0,1,1,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,-5,0,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-2,-3,-4,0,-6,-4,-3,-2,1
494,2,3,4,5,6,4,0,2,1,1,0,0,0,1,1,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,-5,-3,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-2,0,-4,0,-6,-4,-3,-2,1
495,2,3,4,5,6,4,0,2,0,1,0,0,0,1,1,1,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,-5,-3,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-2,0,-4,0,-6,-4,-3,-2,1
496,2,3,4,5,6,4,0,2,0,1,0,0,0,1,1,1,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,-5,-3,0,-1,0,0,0,-1,-1,0,-4,0,-1,-1,-1,-2,0,0,0,-6,-4,-3,-2,1
497,2,3,4,5,6,0,0,2,0,1,0,0,4,1,1,1,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,-5,-3,0,-1,0,0,0,-1,-1,0,-4,0,-1,-1,-1,-2,0,0,0,-6,-4,-3,-2,1
498,2,3,4,5,6,0,0,2,0,1,0,0,4,1,1,1,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,-5,-3,0,-1,0,0,0,-1,-1,0,-4,-4,-1,-1,-1,-2,0,0,0,-6,0,-3,-2,1
499,2,3,4,5,0,2,6,0,0,1,0,0,4,1,1,1,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,-5,-3,0,-1,0,0,0,-1,-1,0,-4,-4,-1,-1,-1,-2,0,0,0,-6,0,-3,-2,1
500,2,3,4,5,0,2,6,0,0,1,0,0,4,1,1,1,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,-5,-3,0,-1,0,0,-3,-1,-1,0,-4,-4,-1,-1,-1,-2,0,0,0,-6,0,0,-2,1
501,2,3,4,5,0,2,6,0,0,1,0,0,4,1,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,-5,-3,0,-1,0,0,-3,-1,-1,0,-4,-4,-1,-1,-1,-2,0,0,0,-6,0,0,-2,1
502,2,3,4,5,0,2,6,0,0,1,0,0,4,1,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-4,-1,1,0,0,0,0,-5,-3,0,-1,0,0,-3,-1,-1,0,-4,0,-1,-1,-1,-2,0,0,0,-6,0,0,-2,1
503,2,3,4,5,0,2,6,0,0,0,0,0,4,1,1,1,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,-4,-1,1,0,0,0,0,-5,-3,0,-1,0,0,-3,-1,-1,0,-4,0,-1,-1,-1,-2,0,0,0,-6,0,0,-2,1
504,2,3,4,5,0,2,6,0,0,0,0,0,4,1,1,1,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-5,-3,0,-1,0,0,-3,-1,-1,0,-4,-4,-1,-1,-1,-2,0,0,0,-6,0,0,-2,1
505,2,3,0,5,0,2,6,0,0,0,0,0,4,1,1,1,1,0,1,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-5,-3,0,-1,0,0,-3,-1,-1,0,-4,-4,-1,-1,-1,-2,0,0,0,-6,0,0,-2,1
506,2,3,0,5,0,2,6,0,0,0,0,0,4,1,1,1,1,0,1,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-3,0,-1,0,0,-3,-1,-1,-5,-4,-4,-1,-1,-1,-2,0,0,0,-6,0,0,-2,1
507,2,3,0,5,0,2,6,0,0,0,0,0,4,1,1,1,1,0,0,0,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-3,0,-1,0,0,-3,-1,-1,-5,-4,-4,-1,-1,-1,-2,0,0,0,-6,0,0,-2,1
508,2,3,0,5,0,2,6,0,0,0,0,0,4,1,1,1,1,0,0,0,4,3,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-3,0,-1,0,0,-3,-1,-1,-5,-4,-4,-1,-1,-1,-2,0,0,0,-6,0,0,-2,1
509,2,3,0,5,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,4,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-3,0,-1,0,0,-3,-1,-1,-5,-4,-4,-1,-1,-1,-2,0,0,0,-6,0,0,-2,1
510,2,3,0,5,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,4,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,-3,0,0,0,0,-3,0,-1,0,0,0,-1,-1,-5,-4,-4,-1,-1,-1,-2,0,0,0,-6,0,0,-2,1
511,2,3,0,5,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,0,1,4,0,0,4,0,0,0,0,0,0,1,-3,0,0,0,0,-3,0,-1,0,0,0,-1,-1,-5,-4,-4,-1,-1,-1,-2,0,0,0,-6,0,0,-2,1
512,2,3,0,5,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,0,1,4,0,0,4,0,0,0,0,0,0,1,-3,0,0,0,0,-3,0,-1,0,0,0,-1,-1,-5,-4,-4,-1,-1,-1,-2,0,0,0,0,-2,-6,0,1
513,2,0,0,5,0,2,6,0,0,0,0,3,0,1,1,1,1,0,0,0,0,3,0,0,0,1,4,0,0,4,0,0,0,0,0,0,1,-3,0,0,0,0,-3,0,-1,0,0,0,-1,-1,-5,-4,-4,-1,-1,-1,-2,0,0,0,0,-2,-6,0,1
514,2,0,0,5,0,2,6,0,0,0,0,3,0,1,1,1,1,0,0,0,0,3,0,0,0,1,4,0,0,4,0,0,0,0,0,0,1,-3,0,0,0,0,-3,0,-1,0,0,0,-1,-1,-5,-4,-4,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
515,2,0,0,0,0,2,6,0,0,0,0,3,5,1,1,1,1,0,0,0,0,3,0,0,0,1,4,0,0,4,0,0,0,0,0,0,1,-3,0,0,0,0,-3,0,-1,0,0,0,-1,-1,-5,-4,-4,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
516,2,0,0,0,0,2,6,0,0,0,0,3,5,1,1,1,1,0,0,0,0,3,0,0,0,1,4,-3,0,4,0,0,0,0,0,0,1,-3,0,0,0,0,0,0,-1,0,0,0,-1,-1,-5,-4,-4,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
517,2,0,0,0,0,2,6,0,0,0,0,3,5,1,1,1,1,0,0,0,0,0,0,0,0,1,4,3,0,4,0,0,0,0,0,0,1,-3,0,0,0,0,0,0,-1,0,0,0,-1,-1,-5,-4,-4,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
518,2,0,0,0,0,2,6,0,0,0,0,3,5,1,1,1,1,0,0,0,0,0,0,0,0,1,4,-3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-5,-4,-4,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
519,2,0,0,0,0,2,6,0,0,0,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,4,-3,0,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-5,-4,-4,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
520,2,0,0,0,0,2,6,0,0,0,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,4,0,0,4,5,0,0,0,0,0,1,-3,0,0,0,0,0,0,-1,0,0,0,-1,-1,-5,-4,-4,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
521,0,0,2,0,0,2,6,0,0,0,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,4,0,0,4,5,0,0,0,0,0,1,-3,0,0,0,0,0,0,-1,0,0,0,-1,-1,-5,-4,-4,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
522,0,0,2,0,0,2,6,0,0,0,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,4,0,0,4,5,0,0,0,0,0,1,-3,0,0,0,-5,0,0,-1,0,0,0,-1,-1,0,-4,-4,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
523,0,0,2,0,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,0,1,4,0,0,4,5,0,0,0,0,0,1,-3,0,0,0,-5,0,0,-1,0,0,0,-1,-1,0,-4,-4,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
524,0,0,2,0,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,0,1,4,0,0,4,5,0,0,-4,0,0,1,-3,0,0,0,-5,0,0,-1,0,0,0,-1,-1,0,0,-4,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
525,0,0,2,0,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,0,1,4,0,0,0,5,0,0,-4,0,0,1,-3,4,0,0,-5,0,0,-1,0,0,0,-1,-1,0,0,-4,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
526,0,0,2,0,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,0,1,-4,0,0,0,5,0,0,0,0,0,1,-3,4,0,0,-5,0,0,-1,0,0,0,-1,-1,0,0,-4,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
527,0,0,0,0,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,0,1,2,0,0,0,5,0,0,0,0,0,1,-3,4,0,0,-5,0,0,-1,0,0,0,-1,-1,0,0,-4,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
528,0,0,0,0,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,0,1,2,0,0,0,5,0,0,0,0,0,1,-3,-4,0,0,-5,0,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
529,0,0,0,0,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,0,0,0,1,-3,3,0,0,-5,0,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,-2,0,-2,-6,0,1
530,0,0,0,0,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,-2,0,0,5,0,0,0,0,0,1,-3,3,0,0,-5,0,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-2,-6,0,1
531,0,0,0,0,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,0,0,0,1,-3,3,0,0,-5,0,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-2,-6,0,1
532,0,0,0,0,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-5,0,0,5,0,0,0,0,0,1,-3,3,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-2,-6,0,1
533,0,0,0,0,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,-3,3,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-2,-6,0,1
534,0,0,0,0,0,2,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-2,-6,0,1
535,0,0,0,2,0,0,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-2,-6,0,1
536,0,0,0,2,0,0,6,0,0,0,-3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,-2,-6,0,1
537,0,0,0,0,0,0,6,0,0,0,-3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,-1,0,0,0,-1,-1,0,2,0,-1,-1,-1,0,0,0,0,0,-2,-6,0,1
538,0,0,0,0,0,0,6,0,0,0,-3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,-1,0,0,-1,-1,-1,0,2,0,-1,-1,0,0,0,0,0,0,-2,-6,0,1
539,0,0,0,0,0,0,6,0,0,0,-3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,2,0,-1,-1,0,0,0,0,0,0,-2,-6,0,1
540,0,0,0,0,0,0,6,0,0,0,-3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,2,0,-1,-1,0,0,-2,0,0,0,0,-6,0,1
541,0,0,0,0,0,0,6,0,0,0,-3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-1,0,0,-1,-1,-1,0,2,0,-1,-1,0,0,-2,0,0,0,0,-6,0,1
542,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,1,-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-1,0,0,-1,-1,-1,0,2,0,-1,-1,0,0,-2,0,0,0,0,-6,0,1
543,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,1,-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-1,0,0,-1,-1,-1,0,0,0,2,-1,0,0,-2,0,0,0,0,-6,0,1
544,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,-3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-1,0,0,-1,-1,-1,0,0,0,2,-1,0,0,-2,0,0,0,0,-6,0,1
545,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,2,-1,0,0,-2,0,0,0,0,-6,0,1
546,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,2,-1,0,0,0,-2,0,0,0,-6,0,1
547,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,-2,0,0,0,-6,0,1
548,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,-2,0,0,0,-6,0,1
549,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,-2,0,0,0,-6,0,1
550,0,0,-2,0,0,0,6,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-6,0,1
551,0,0,-2,0,0,3,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-6,0,1
552,0,-2,0,0,0,3,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-6,0,1
553,0,-2,0,0,0,3,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-6,0,1
554,0,-2,0,0,0,3,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-6,0,1
555,0,-2,0,0,0,3,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-6,0,1
556,0,-2,0,0,0,3,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-6,0,1
557,0,-2,0,0,0,3,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-6,0,1
558,0,-2,0,0,0,3,6,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-6,0,1
559,0,-2,0,0,0,3,6,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-6,0,1
560,-2,0,0,0,0,3,6,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-6,0,1
561,-2,0,0,0,0,3,6,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-6,0,1
562,0,0,0,0,0,3,6,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-2,0,0,0,0,0,-1,0,0,0,0,0,0,0,-6,0,1
563,0,0,0,0,0,3,6,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-2,0,0,0,0,0,-1,0,0,0,0,0,0,0,-6,0,1
564,0,0,0,0,0,3,6,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-2,0,0,0,0,-6,-1,0,0,0,0,0,0,0,0,0,1
565,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-2,0,0,0,0,-6,-1,0,0,0,0,0,0,0,0,0,1
566,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-6,-1,-2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1
567,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-6,-1,-2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1
568,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-6,-1,0,0,0,-2,0,0,-1,0,0,0,0,0,0,0,0,0,1
569,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-6,-1,0,0,0,-2,0,0,-1,0,0,0,0,0,0,0,0,0,1
570,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,-6,0,0,0,0,-2,0,0,-1,0,0,0,0,0,0,0,0,0,1
571,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,-6,0,0,0,0,-2,0,0,-1,0,0,0,0,0,0,0,0,0,1
572,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-2,0,-6,-1,0,0,0,0,0,0,0,0,0,1
573,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,2,0,0,-1,0,0,0,0,0,0,-2,0,-6,-1,0,0,0,0,0,0,0,0,0,1
574,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,2,0,0,-1,0,0,0,0,0,-2,0,0,-6,-1,0,0,0,0,0,0,0,0,0,1
575,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,2,0,0,-1,0,0,0,0,0,-2,0,0,-6,-1,0,0,0,0,0,0,0,0,0,1
576,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,2,0,0,-1,0,0,0,0,0,0,-2,0,-6,-1,0,0,0,0,0,0,0,0,0,1
577,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,2,0,0,-1,0,0,0,0,0,0,-2,0,-6,-1,0,0,0,0,0,0,0,0,0,1
578,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,2,0,0,-1,0,0,0,0,0,0,-2,-6,0,-1,0,0,0,0,0,0,0,0,0,1
579,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,2,0,3,-1,0,0,0,0,0,0,-2,-6,0,-1,0,0,0,0,0,0,0,0,0,1
580,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,2,0,3,-1,0,0,0,0,0,-2,0,-6,0,-1,0,0,0,0,0,0,0,0,0,1
581,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,0,0,3,-1,0,0,0,0,2,-2,0,-6,0,-1,0,0,0,0,0,0,0,0,0,1
582,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,0,0,3,-1,0,0,0,0,2,0,-2,-6,0,-1,0,0,0,0,0,0,0,0,0,1
583,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,0,0,3,-1,0,0,0,0,0,0,2,-6,0,-1,0,0,0,0,0,0,0,0,0,1
584,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,0,0,3,-1,0,0,0,0,0,0,-6,0,0,-1,0,0,0,0,0,0,0,0,0,1
585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,0,0,3,-1,0,0,0,0,0,0,-6,0,0,-1,0,0,0,0,0,0,0,0,0,1
586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,0,0,0,3,-1,0,0,0,0,0,0,0,-6,0,-1,0,0,0,0,0,0,0,0,0,1
